,region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,lninc,custcat
107,Zone 3,26,39,Unmarried,8,105,Some college,13,No,Female,1,Yes,No,Yes,Yes,6.6,39.75,0.0,37.25,38.25,159.7,1022.45,0.0,1005.0,885.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1.88707,4.65396,Total service
108,Zone 1,13,54,Unmarried,2,31,College degree,2,No,Male,1,No,No,No,No,5.85,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,No,Yes,No,Yes,No,No,No,No,Yes,1.766442,3.433987,Basic service
109,Zone 2,69,40,Married,13,41,High school degree,17,No,Male,3,No,No,Yes,No,25.25,0.0,0.0,33.0,0.0,1725.1,0.0,0.0,2320.0,0.0,Yes,No,No,No,No,No,No,No,No,3.228826,3.713572,E-service
110,Zone 3,61,50,Married,30,102,College degree,9,No,Female,3,No,No,Yes,No,12.6,0.0,0.0,12.5,0.0,760.3,0.0,0.0,745.0,0.0,Yes,No,No,Yes,No,No,No,No,Yes,2.533697,4.624973,E-service
111,Zone 2,45,22,Married,2,36,College degree,0,No,Female,5,Yes,Yes,No,No,9.95,14.75,26.15,0.0,0.0,412.1,663.1,1180.5,0.0,0.0,Yes,No,No,No,No,No,No,No,No,2.297573,3.583519,E-service
112,Zone 2,3,37,Unmarried,13,24,Did not complete high school,3,No,Female,1,No,No,No,No,2.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,No,Yes,No,No,No,No,No,Yes,Yes,0.693147,3.178054,Basic service
113,Zone 2,53,22,Unmarried,1,25,College degree,0,No,Male,2,No,Yes,Yes,No,12.05,0.0,27.15,6.5,0.0,666.0,0.0,1469.25,335.0,0.0,Yes,No,No,Yes,No,No,No,No,Yes,2.489065,3.218876,E-service
114,Zone 1,59,42,Unmarried,1,68,High school degree,21,No,Female,1,Yes,No,Yes,No,17.3,21.25,0.0,19.25,0.0,997.85,1183.55,0.0,1160.0,0.0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.850707,4.219508,Plus service
115,Zone 1,13,34,Unmarried,11,20,Some college,0,No,Female,1,No,No,No,No,4.8,0.0,0.0,0.0,0.0,71.05,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No,No,No,No,1.568616,2.995732,Basic service
116,Zone 3,31,31,Unmarried,4,48,Did not complete high school,15,No,Male,1,No,No,No,No,3.8,0.0,0.0,0.0,0.0,127.7,0.0,0.0,0.0,0.0,No,No,No,No,No,Yes,Yes,Yes,No,1.335001,3.871201,Plus service
117,Zone 1,40,29,Married,6,40,High school degree,8,No,Female,5,No,No,No,No,13.0,0.0,0.0,0.0,0.0,502.95,0.0,0.0,0.0,0.0,No,No,No,No,No,Yes,Yes,Yes,No,2.564949,3.688879,Plus service
118,Zone 1,48,55,Unmarried,15,79,Did not complete high school,25,No,Male,1,No,No,Yes,No,13.8,0.0,0.0,25.5,0.0,668.65,0.0,0.0,1140.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.624669,4.369448,Plus service
119,Zone 3,3,31,Unmarried,1,28,Did not complete high school,0,No,Male,1,Yes,Yes,Yes,No,3.45,15.5,23.3,23.5,0.0,13.3,48.75,62.95,45.0,0.0,No,No,No,Yes,No,No,Yes,No,No,1.238374,3.332205,Basic service
120,Zone 2,51,48,Unmarried,12,64,High school degree,22,No,Female,1,No,No,Yes,No,14.8,0.0,0.0,17.0,0.0,708.45,0.0,0.0,820.0,0.0,No,No,No,No,No,No,No,No,No,2.694627,4.158883,Basic service
121,Zone 3,33,41,Unmarried,15,37,High school degree,11,No,Male,1,No,No,No,No,12.2,0.0,0.0,0.0,0.0,415.05,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,2.501436,3.610918,Basic service
122,Zone 3,14,47,Married,7,48,Did not complete high school,13,No,Male,2,Yes,No,No,No,4.25,11.0,0.0,0.0,0.0,55.5,126.45,0.0,0.0,0.0,No,No,No,No,No,No,No,Yes,No,1.446919,3.871201,Basic service
123,Zone 1,17,42,Married,6,131,Post-undergraduate degree,6,No,Male,3,No,Yes,No,Yes,5.8,0.0,35.35,0.0,21.65,103.1,0.0,527.8,0.0,331.4,Yes,No,No,Yes,No,No,No,No,Yes,1.757858,4.875197,E-service
124,Zone 3,19,29,Married,9,18,High school degree,2,No,Male,3,No,No,No,No,5.4,0.0,0.0,0.0,0.0,108.5,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No,Yes,No,Yes,1.686399,2.890372,Basic service
125,Zone 2,58,36,Unmarried,10,38,High school degree,14,No,Female,1,No,No,Yes,No,10.15,0.0,0.0,17.75,0.0,538.65,0.0,0.0,1030.0,0.0,Yes,No,No,No,No,No,No,No,No,2.317474,3.637586,E-service
126,Zone 3,22,23,Unmarried,3,37,High school degree,4,No,Female,3,No,Yes,Yes,Yes,5.35,0.0,28.1,9.0,24.7,144.05,0.0,602.2,200.0,503.5,No,Yes,No,Yes,Yes,No,No,Yes,Yes,1.677097,3.610918,Total service
127,Zone 2,29,31,Married,1,60,College degree,6,No,Male,5,No,Yes,No,No,9.6,0.0,26.75,0.0,0.0,243.9,0.0,730.8,0.0,0.0,Yes,No,No,Yes,No,No,No,No,Yes,2.261763,4.094345,E-service
128,Zone 3,14,22,Married,2,13,Some college,0,No,Female,4,No,Yes,No,No,9.45,0.0,26.85,0.0,0.0,117.55,0.0,364.1,0.0,0.0,Yes,No,No,Yes,No,No,No,No,No,2.246015,2.564949,E-service
129,Zone 2,70,64,Married,18,98,Did not complete high school,31,No,Female,2,Yes,No,Yes,Yes,26.15,84.0,0.0,11.25,45.45,1805.1,5850.25,0.0,720.0,3243.25,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.263849,4.584967,Total service
130,Zone 1,62,52,Married,2,195,Did not complete high school,23,No,Male,2,Yes,No,Yes,Yes,23.15,36.75,0.0,36.0,34.3,1420.95,2308.25,0.0,2205.0,2082.8,Yes,No,No,No,No,No,Yes,Yes,No,3.141995,5.273,Plus service
131,Zone 2,7,35,Married,0,47,Did not complete high school,14,No,Male,5,No,No,No,No,5.2,0.0,0.0,0.0,0.0,46.9,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,1.648659,3.850148,Basic service
132,Zone 1,56,47,Married,19,65,High school degree,22,No,Male,3,Yes,No,Yes,Yes,12.4,48.75,0.0,36.5,58.4,744.45,2695.95,0.0,2070.0,3084.2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.517696,4.174387,Total service
133,Zone 1,50,50,Married,22,150,Post-undergraduate degree,5,No,Female,4,No,Yes,Yes,No,19.3,0.0,33.4,50.75,0.0,930.8,0.0,1719.4,2585.0,0.0,Yes,Yes,No,Yes,No,No,Yes,No,Yes,2.960105,5.010635,E-service
134,Zone 2,57,39,Unmarried,6,106,Post-undergraduate degree,8,No,Male,1,Yes,Yes,Yes,Yes,9.05,24.25,41.85,12.25,39.6,568.15,1486.35,2291.35,740.0,2183.95,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.202765,4.663439,Plus service
135,Zone 3,2,40,Unmarried,19,51,College degree,14,No,Female,1,No,No,No,No,4.25,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,No,Yes,No,Yes,No,No,No,No,Yes,1.446919,3.931826,Basic service
136,Zone 2,40,38,Unmarried,17,96,College degree,0,No,Female,1,No,No,No,No,9.3,0.0,0.0,0.0,0.0,316.05,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,2.230014,4.564348,Basic service
137,Zone 2,6,43,Unmarried,4,33,Post-undergraduate degree,7,No,Male,2,No,No,Yes,Yes,4.25,0.0,0.0,16.25,26.75,30.0,0.0,0.0,85.0,146.55,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,1.446919,3.496508,Plus service
138,Zone 3,23,25,Married,6,38,High school degree,1,No,Female,3,Yes,Yes,Yes,No,13.9,23.25,28.5,3.75,0.0,255.0,574.85,621.25,65.0,0.0,Yes,No,Yes,No,No,Yes,Yes,No,No,2.631889,3.637586,Plus service
139,Zone 3,11,32,Unmarried,6,125,College degree,5,No,Male,1,Yes,Yes,Yes,Yes,3.8,19.25,61.45,19.0,58.25,31.75,233.4,578.6,200.0,577.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.335001,4.828314,Total service
140,Zone 1,29,37,Married,13,145,Post-undergraduate degree,0,No,Female,4,Yes,Yes,Yes,Yes,8.6,24.0,41.15,17.75,28.0,241.45,713.45,1201.4,495.0,722.8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.151762,4.976734,Total service
141,Zone 1,42,44,Married,2,99,High school degree,21,No,Male,3,Yes,No,Yes,No,22.05,34.75,0.0,9.75,0.0,841.55,1501.55,0.0,395.0,0.0,Yes,No,No,No,No,Yes,No,Yes,No,3.093313,4.59512,Plus service
142,Zone 1,20,34,Married,2,22,College degree,0,No,Female,3,Yes,Yes,Yes,Yes,4.85,18.25,35.05,34.75,31.65,75.45,338.55,731.05,635.0,570.65,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.578979,3.091042,Total service
143,Zone 2,72,60,Married,21,31,Did not complete high school,38,Yes,Male,2,No,No,Yes,No,32.25,0.0,0.0,33.5,0.0,2349.25,0.0,0.0,2385.0,0.0,Yes,No,No,No,No,No,No,No,No,3.473518,3.433987,E-service
144,Zone 1,2,36,Unmarried,3,25,Did not complete high school,6,No,Female,1,Yes,Yes,Yes,Yes,1.9,15.75,28.7,5.0,24.15,3.6,23.05,29.05,5.0,20.95,No,No,Yes,No,Yes,Yes,Yes,Yes,No,0.641854,3.218876,Plus service
145,Zone 3,46,25,Unmarried,5,57,Post-undergraduate degree,0,No,Female,2,Yes,Yes,Yes,Yes,20.25,21.25,39.4,9.75,28.35,923.95,968.95,1748.55,445.0,1246.45,No,No,No,Yes,No,No,Yes,Yes,Yes,3.008155,4.043051,Basic service
146,Zone 2,39,51,Married,21,41,Post-undergraduate degree,20,No,Male,6,Yes,Yes,Yes,Yes,12.1,20.5,54.3,9.75,35.35,492.8,910.25,2059.7,330.0,1301.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.493205,3.713572,Total service
147,Zone 3,24,25,Married,1,20,Some college,1,No,Female,2,No,Yes,No,No,8.15,0.0,27.95,0.0,0.0,209.35,0.0,615.8,0.0,0.0,Yes,No,No,Yes,Yes,No,Yes,No,No,2.098018,2.995732,E-service
148,Zone 3,59,43,Married,4,101,High school degree,22,No,Female,5,No,No,Yes,No,13.65,0.0,0.0,20.75,0.0,817.65,0.0,0.0,1195.0,0.0,Yes,No,No,No,No,No,No,Yes,No,2.61374,4.615121,E-service
149,Zone 1,65,37,Unmarried,8,56,High school degree,15,No,Male,1,No,No,Yes,No,10.25,0.0,0.0,10.75,0.0,681.95,0.0,0.0,655.0,0.0,Yes,No,No,No,No,No,No,No,No,2.327278,4.025352,E-service
150,Zone 2,50,27,Married,5,22,High school degree,5,No,Female,3,No,No,Yes,No,17.2,0.0,0.0,13.25,0.0,893.3,0.0,0.0,750.0,0.0,No,No,No,No,No,No,No,No,No,2.844909,3.091042,Basic service
151,Zone 1,57,37,Unmarried,11,108,College degree,9,No,Female,1,Yes,Yes,Yes,No,21.8,27.25,42.0,8.0,0.0,1292.0,1492.1,2394.75,425.0,0.0,Yes,No,No,Yes,Yes,Yes,No,Yes,No,3.08191,4.682131,Plus service
152,Zone 3,61,48,Unmarried,14,115,College degree,20,No,Female,1,Yes,Yes,Yes,Yes,12.8,16.0,39.2,17.25,31.0,785.7,953.95,2410.1,1015.0,1799.15,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2.549445,4.744932,Total service
153,Zone 3,34,54,Unmarried,31,53,College degree,22,No,Male,1,Yes,Yes,Yes,Yes,8.1,18.0,45.6,56.5,66.9,225.4,588.4,1463.8,1880.0,2304.8,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,2.091864,3.970292,Total service
154,Zone 3,38,53,Unmarried,13,242,College degree,12,No,Male,1,Yes,Yes,Yes,Yes,8.95,37.75,54.1,28.5,50.75,396.35,1556.4,1979.1,1020.0,1934.9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.191654,5.488938,Total service
155,Zone 1,3,24,Married,2,20,High school degree,3,No,Female,5,Yes,No,Yes,No,3.35,22.5,0.0,9.25,0.0,7.55,49.55,0.0,15.0,0.0,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1.20896,2.995732,Plus service
156,Zone 2,4,47,Unmarried,5,123,College degree,11,No,Male,1,No,Yes,Yes,No,2.5,0.0,25.3,13.75,0.0,9.25,0.0,99.5,40.0,0.0,No,No,No,Yes,No,No,Yes,No,Yes,0.916291,4.812184,Basic service
157,Zone 2,15,35,Unmarried,0,34,Did not complete high school,12,No,Male,1,No,No,No,No,3.95,0.0,0.0,0.0,0.0,47.95,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,1.373716,3.526361,Basic service
158,Zone 1,25,29,Married,8,31,College degree,3,No,Female,5,No,Yes,No,No,12.95,0.0,33.05,0.0,0.0,348.9,0.0,832.85,0.0,0.0,Yes,No,No,Yes,No,No,No,No,Yes,2.561096,3.433987,E-service
159,Zone 3,21,44,Unmarried,25,47,Did not complete high school,12,No,Female,2,No,No,Yes,No,7.05,0.0,0.0,14.5,0.0,182.3,0.0,0.0,285.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.953028,3.850148,Plus service
160,Zone 3,50,37,Married,11,48,Some college,8,No,Female,2,Yes,No,Yes,No,12.9,27.75,0.0,8.75,0.0,669.75,1445.15,0.0,445.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.557227,3.871201,Plus service
161,Zone 2,65,64,Married,22,13,High school degree,5,Yes,Female,3,Yes,No,Yes,No,14.6,33.0,0.0,15.75,0.0,921.7,1990.2,0.0,930.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.681022,2.564949,Plus service
162,Zone 2,59,52,Married,18,78,Did not complete high school,25,No,Male,2,No,No,No,No,18.6,0.0,0.0,0.0,0.0,1179.05,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,2.923162,4.356709,Basic service
163,Zone 3,29,26,Unmarried,7,34,Did not complete high school,7,No,Female,2,No,No,Yes,No,6.5,0.0,0.0,16.0,0.0,198.7,0.0,0.0,490.0,0.0,No,No,No,No,Yes,Yes,No,No,No,1.871802,3.526361,Plus service
164,Zone 1,60,46,Unmarried,17,81,Post-undergraduate degree,9,No,Female,1,No,Yes,Yes,No,17.45,0.0,39.25,10.25,0.0,1067.0,0.0,2331.65,610.0,0.0,Yes,No,No,Yes,No,No,No,No,Yes,2.85934,4.394449,E-service
165,Zone 1,71,45,Married,14,86,High school degree,25,No,Male,2,No,Yes,Yes,No,45.05,0.0,33.0,35.0,0.0,3235.9,0.0,2386.45,2495.0,0.0,Yes,No,No,Yes,No,No,No,No,No,3.807773,4.454347,E-service
166,Zone 3,38,27,Married,0,26,College degree,2,No,Male,4,No,Yes,Yes,Yes,12.2,0.0,38.75,9.25,28.05,477.5,0.0,1429.95,365.0,1111.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2.501436,3.258097,Total service
167,Zone 3,16,34,Married,5,51,High school degree,8,No,Female,5,No,No,Yes,No,4.7,0.0,0.0,16.5,0.0,61.5,0.0,0.0,260.0,0.0,No,No,No,No,No,No,No,No,No,1.547563,3.931826,Basic service
168,Zone 3,7,31,Unmarried,10,59,Some college,10,No,Male,1,No,Yes,No,No,2.45,0.0,29.8,0.0,0.0,16.35,0.0,170.2,0.0,0.0,No,Yes,No,No,No,Yes,No,No,Yes,0.896088,4.077537,Basic service
169,Zone 1,59,53,Unmarried,21,112,College degree,16,No,Male,1,No,Yes,No,Yes,21.1,0.0,38.55,0.0,25.3,1236.3,0.0,2190.1,0.0,1465.35,Yes,No,No,Yes,No,No,No,No,Yes,3.049273,4.718499,E-service
170,Zone 2,22,56,Married,14,57,College degree,28,No,Male,2,Yes,Yes,Yes,Yes,6.2,18.25,36.65,10.5,28.8,135.2,417.55,748.3,250.0,649.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.824549,4.043051,Total service
171,Zone 1,18,48,Married,20,41,Did not complete high school,2,No,Female,2,Yes,No,Yes,No,4.35,13.0,0.0,8.0,0.0,59.15,220.95,0.0,135.0,0.0,No,No,No,No,Yes,Yes,No,No,No,1.470176,3.713572,Basic service
172,Zone 2,64,46,Married,19,168,High school degree,26,No,Female,2,Yes,Yes,Yes,Yes,14.2,71.0,73.8,38.75,62.45,928.8,4667.75,4758.05,2460.0,3704.05,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.653242,5.123964,Total service
173,Zone 2,7,33,Unmarried,4,29,College degree,4,No,Female,3,No,Yes,No,No,4.65,0.0,28.35,0.0,0.0,35.45,0.0,166.5,0.0,0.0,No,No,No,Yes,No,No,No,No,Yes,1.536867,3.367296,Basic service
174,Zone 3,65,58,Unmarried,13,167,High school degree,14,No,Female,2,No,No,Yes,No,24.3,0.0,0.0,17.25,0.0,1642.35,0.0,0.0,1110.0,0.0,Yes,No,No,No,No,No,No,No,No,3.190476,5.117994,E-service
175,Zone 3,7,24,Unmarried,5,29,High school degree,3,No,Male,3,Yes,No,No,No,4.45,13.5,0.0,0.0,0.0,43.7,109.5,0.0,0.0,0.0,No,No,Yes,Yes,No,No,No,Yes,No,1.492904,3.367296,Basic service
176,Zone 1,64,55,Unmarried,28,104,Did not complete high school,26,No,Female,1,No,No,Yes,No,15.0,0.0,0.0,39.25,0.0,960.95,0.0,0.0,2360.0,0.0,No,No,No,No,Yes,No,No,Yes,No,2.70805,4.644391,Plus service
177,Zone 3,42,22,Married,0,46,College degree,0,No,Male,2,Yes,Yes,Yes,Yes,9.35,20.25,51.35,6.0,36.0,311.85,850.65,2099.55,270.0,1503.65,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,2.235376,3.828641,Total service
178,Zone 3,33,26,Unmarried,5,46,College degree,1,No,Female,3,Yes,Yes,Yes,Yes,11.0,17.5,40.9,6.0,32.05,350.05,593.1,1347.7,185.0,1009.5,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.397895,3.828641,Total service
179,Zone 1,3,33,Unmarried,8,51,College degree,0,No,Female,1,No,Yes,No,No,2.9,0.0,19.9,0.0,0.0,12.05,0.0,40.15,0.0,0.0,No,No,No,No,No,No,No,No,No,1.064711,3.931826,Basic service
180,Zone 2,69,42,Married,11,65,High school degree,18,No,Male,2,Yes,Yes,Yes,Yes,14.2,30.5,64.2,31.5,66.55,1007.5,2082.75,4167.7,2125.0,4399.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.653242,4.174387,Total service
181,Zone 2,9,33,Unmarried,1,48,High school degree,13,No,Male,2,Yes,No,Yes,No,3.15,13.25,0.0,30.5,0.0,39.75,110.05,0.0,275.0,0.0,No,No,No,No,Yes,Yes,No,No,No,1.147402,3.871201,Basic service
182,Zone 3,22,34,Married,1,46,Some college,1,No,Male,4,No,Yes,No,No,7.1,0.0,23.4,0.0,0.0,125.05,0.0,484.1,0.0,0.0,Yes,No,No,Yes,No,No,No,No,No,1.960095,3.828641,E-service
183,Zone 2,53,63,Married,15,43,High school degree,18,No,Male,2,No,Yes,Yes,No,14.85,0.0,37.0,11.0,0.0,808.95,0.0,2012.6,535.0,0.0,Yes,No,No,Yes,No,No,No,No,Yes,2.698,3.7612,E-service
184,Zone 3,71,53,Unmarried,30,110,Did not complete high school,34,No,Male,1,No,No,Yes,No,17.45,0.0,0.0,14.75,0.0,1249.8,0.0,0.0,1100.0,0.0,Yes,No,No,No,No,No,No,No,No,2.85934,4.70048,E-service
185,Zone 3,24,26,Unmarried,2,32,Some college,2,No,Male,3,No,No,No,No,4.25,0.0,0.0,0.0,0.0,97.35,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,Yes,1.446919,3.465736,Basic service
186,Zone 3,12,22,Married,1,18,Some college,0,No,Female,2,No,No,No,No,4.65,0.0,0.0,0.0,0.0,57.7,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No,No,No,Yes,1.536867,2.890372,Basic service
187,Zone 1,25,39,Married,1,26,College degree,0,No,Male,4,No,Yes,Yes,Yes,14.45,0.0,35.95,23.0,24.75,349.9,0.0,895.05,515.0,640.8,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2.670694,3.258097,E-service
188,Zone 3,63,28,Married,9,34,High school degree,10,No,Female,6,Yes,No,Yes,Yes,15.0,40.0,0.0,17.5,45.1,934.05,2465.4,0.0,1120.0,2770.35,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.70805,3.526361,Plus service
189,Zone 1,33,54,Married,18,57,College degree,4,No,Female,3,Yes,Yes,No,No,7.5,30.25,33.9,0.0,0.0,226.25,1105.75,1108.5,0.0,0.0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,2.014903,4.043051,Plus service
190,Zone 2,57,54,Married,20,21,High school degree,0,No,Female,3,No,No,Yes,No,10.6,0.0,0.0,17.0,0.0,565.55,0.0,0.0,930.0,0.0,No,No,No,No,No,No,No,No,No,2.360854,3.044522,Basic service
191,Zone 3,13,33,Unmarried,7,38,Some college,10,No,Female,1,Yes,Yes,Yes,Yes,5.05,18.5,40.8,12.5,28.85,48.6,199.5,480.85,155.0,318.9,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1.619388,3.637586,Total service
192,Zone 1,13,21,Unmarried,2,19,Some college,0,No,Female,1,No,Yes,Yes,No,7.9,0.0,25.2,5.0,0.0,98.35,0.0,311.65,40.0,0.0,Yes,No,No,Yes,No,No,No,No,No,2.066863,2.944439,E-service
193,Zone 1,71,39,Unmarried,2,40,Some college,17,No,Male,1,Yes,No,Yes,No,36.25,27.75,0.0,38.5,0.0,2553.7,1916.25,0.0,2620.0,0.0,Yes,Yes,No,No,No,Yes,No,Yes,No,3.590439,3.688879,Plus service
194,Zone 3,18,69,Married,11,58,Some college,8,No,Male,2,Yes,Yes,Yes,Yes,6.35,27.25,53.95,11.75,63.0,118.05,454.05,896.8,175.0,1049.95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.848455,4.060443,Total service
195,Zone 1,17,51,Married,10,95,High school degree,15,No,Female,2,No,No,No,No,7.45,0.0,0.0,0.0,0.0,132.9,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,2.008214,4.553877,Basic service
196,Zone 2,22,43,Unmarried,4,114,High school degree,19,No,Male,1,No,Yes,No,No,9.25,0.0,22.7,0.0,0.0,202.8,0.0,428.7,0.0,0.0,No,No,No,No,No,No,No,No,No,2.224624,4.736198,Basic service
197,Zone 2,65,65,Married,27,128,Some college,24,No,Male,2,Yes,No,Yes,No,21.2,24.0,0.0,14.5,0.0,1325.05,1483.55,0.0,940.0,0.0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.054001,4.85203,Plus service
198,Zone 3,7,40,Unmarried,9,33,College degree,2,No,Female,1,No,No,No,No,2.8,0.0,0.0,0.0,0.0,16.85,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No,No,No,Yes,1.029619,3.496508,Basic service
199,Zone 3,72,66,Unmarried,30,460,College degree,41,No,Female,1,No,Yes,Yes,No,89.4,0.0,46.55,18.75,0.0,6353.9,0.0,3411.2,1245.0,0.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,4.493121,6.131226,Total service
200,Zone 1,35,43,Unmarried,12,224,Some college,17,No,Male,1,No,No,Yes,No,7.7,0.0,0.0,9.5,0.0,271.55,0.0,0.0,330.0,0.0,No,No,No,No,No,No,No,No,No,2.04122,5.411646,Basic service
201,Zone 1,24,39,Unmarried,2,122,College degree,12,No,Male,3,Yes,No,Yes,Yes,4.45,26.25,0.0,9.75,35.9,98.35,625.95,0.0,210.0,844.95,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,1.492904,4.804021,Total service
202,Zone 1,64,24,Married,0,23,Some college,1,No,Female,5,No,Yes,No,No,7.0,0.0,35.55,0.0,0.0,394.6,0.0,2182.4,0.0,0.0,Yes,No,No,Yes,No,Yes,No,Yes,No,1.94591,3.135494,E-service
203,Zone 2,63,63,Married,19,191,Some college,27,No,Male,2,No,No,Yes,No,12.7,0.0,0.0,7.0,0.0,782.45,0.0,0.0,435.0,0.0,Yes,No,No,No,No,No,No,No,No,2.541602,5.252273,E-service
204,Zone 1,38,31,Married,7,187,College degree,6,No,Male,3,Yes,No,Yes,Yes,12.65,21.25,0.0,34.0,47.85,448.75,834.0,0.0,1165.0,1801.75,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.537657,5.231109,Total service
205,Zone 2,29,37,Married,9,119,Some college,12,No,Male,3,No,No,No,No,4.6,0.0,0.0,0.0,0.0,138.7,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,1.526056,4.779123,Basic service
206,Zone 1,72,69,Married,49,44,High school degree,44,Yes,Female,2,No,No,Yes,No,99.95,0.0,0.0,12.5,0.0,7257.6,0.0,0.0,875.0,0.0,Yes,No,No,No,No,Yes,No,Yes,No,4.60467,3.78419,Plus service
207,Zone 1,10,27,Married,2,15,Some college,2,No,Female,2,Yes,Yes,Yes,Yes,7.5,12.75,48.65,7.5,39.5,66.45,154.9,442.15,60.0,377.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.014903,2.70805,Total service
208,Zone 3,72,64,Unmarried,41,674,College degree,37,No,Female,1,Yes,No,Yes,Yes,49.6,32.75,0.0,48.75,60.15,3535.8,2378.15,0.0,3465.0,4366.2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3.903991,6.51323,Plus service
209,Zone 3,52,23,Married,4,33,College degree,0,No,Female,2,Yes,No,Yes,No,13.1,18.25,0.0,18.75,0.0,757.8,945.15,0.0,920.0,0.0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.572612,3.496508,Plus service
210,Zone 3,13,55,Unmarried,3,250,High school degree,35,No,Female,2,No,No,No,No,4.1,0.0,0.0,0.0,0.0,50.1,0.0,0.0,0.0,0.0,No,No,No,No,No,No,No,No,No,1.410987,5.521461,Basic service
211,Zone 1,3,33,Unmarried,6,64,College degree,0,No,Male,2,No,Yes,No,No,2.15,0.0,20.75,0.0,0.0,6.0,0.0,53.1,0.0,0.0,No,No,No,No,No,No,No,No,Yes,0.765468,4.158883,Basic service
212,Zone 3,39,24,Married,2,26,High school degree,4,No,Male,4,No,No,Yes,No,10.4,0.0,0.0,12.5,0.0,403.5,0.0,0.0,480.0,0.0,No,No,No,No,No,No,No,No,Yes,2.341806,3.258097,Basic service
213,Zone 2,28,29,Unmarried,4,23,Some college,5,No,Male,2,No,No,No,No,3.7,0.0,0.0,0.0,0.0,91.95,0.0,0.0,0.0,0.0,Yes,No,No,Yes,No,No,Yes,Yes,Yes,1.308333,3.135494,E-service
214,Zone 2,46,42,Unmarried,9,52,College degree,7,No,Male,3,No,No,Yes,No,14.25,0.0,0.0,21.0,0.0,611.65,0.0,0.0,985.0,0.0,Yes,No,No,No,No,No,No,No,No,2.656757,3.951244,E-service
215,Zone 2,62,46,Unmarried,27,200,Some college,9,No,Female,1,No,No,Yes,No,26.25,0.0,0.0,74.0,0.0,1625.35,0.0,0.0,4590.0,0.0,No,No,No,No,No,No,No,No,No,3.267666,5.298317,Basic service
